iter	Logloss
225	0.4295956405
226	0.4295625842
227	0.4294936526
228	0.4294520956
229	0.4293935342
230	0.4293424346
231	0.4293155499
232	0.4292606272
233	0.4292294468
234	0.4291975372
235	0.4291589583
236	0.4291163763
237	0.4290829028
238	0.4290485517
239	0.4290119023
240	0.428964702
241	0.4289340017
242	0.428886323
243	0.4288400581
244	0.4288077822
245	0.4287774573
246	0.42873799
247	0.4287016638
248	0.4286635394
249	0.4286215644
250	0.4285841458
251	0.4285409343
252	0.4285136816
253	0.4284772592
254	0.4284389662
255	0.4284187563
256	0.4283823045
257	0.4283389591
258	0.4283238949
259	0.4282968874
260	0.4282517005
261	0.4282197289
262	0.4281886397
263	0.4281399899
264	0.4281155447
265	0.4280888771
266	0.4280550419
267	0.4280232661
268	0.4279962947
269	0.4279639242
270	0.4279157949
271	0.4278841629
272	0.4278397
273	0.4278066205
274	0.4277824137
275	0.4277133205
276	0.4276619841
277	0.4276379561
278	0.4276093313
279	0.4275825768
280	0.4275542464
281	0.4275281915
282	0.4274884624
283	0.427460466
284	0.4274289344
285	0.427397433
286	0.4273742394
287	0.4273453849
288	0.4273211505
289	0.4272822882
290	0.4272391915
291	0.4271970469
292	0.4271613953
293	0.4271458518
294	0.4271257288
295	0.4271031552
296	0.4270895461
297	0.42706232
298	0.4270256839
299	0.426981954
300	0.4269411216
301	0.4269184282
302	0.426892513
303	0.4268649523
304	0.4268422094
305	0.4268120351
306	0.4267696369
307	0.4267363936
308	0.4267066492
309	0.4266710251
310	0.4266320594
311	0.4265964352
312	0.4265640381
313	0.4265304558
314	0.4264948703
315	0.4264758729
316	0.4264553186
317	0.4264191117
318	0.426386224
319	0.4263632158
320	0.426342628
321	0.4263142318
322	0.4262942714
323	0.426249043
324	0.4262217727
325	0.4261907119
326	0.4261617492
327	0.4261369783
328	0.4261069849
329	0.4260817253
330	0.426052211
331	0.4260324989
332	0.4260172303
333	0.4259918348
334	0.4259813551
335	0.4259602348
336	0.4259287017
337	0.4259011538
338	0.4258788041
339	0.4258615635
340	0.4258328893
341	0.4257986383
342	0.4257622566
343	0.4257463379
344	0.4257216528
345	0.4256946053
346	0.4256761971
347	0.4256626748
348	0.4256384698
349	0.4256052306
350	0.4255759677
351	0.4255511382
352	0.4255290076
353	0.4255075869
354	0.4254726349
355	0.4254434668
356	0.4254328798
357	0.4254126393
358	0.4253902684
359	0.4253517757
360	0.4253349485
361	0.4253199135
362	0.4252973153
363	0.4252821203
364	0.4252604153
365	0.4252295732
366	0.4252043069
367	0.4251547009
368	0.4251311809
369	0.4251018588
370	0.4250773716
371	0.4250565149
372	0.4250390061
373	0.4250081224
374	0.4249893259
375	0.4249320955
376	0.4248845518
377	0.4248438622
378	0.4248154707
379	0.4247873799
380	0.4247670922
381	0.4247491798
382	0.4247122171
383	0.4246794278
384	0.4246594827
385	0.424635211
386	0.4246140708
387	0.4245973978
388	0.424559389
389	0.4245361903
390	0.4245115978
391	0.4244908932
392	0.4244669083
393	0.4244375167
394	0.4244257994
395	0.4244044323
396	0.4243682512
397	0.4243373525
398	0.4243158283
399	0.4242862034
400	0.4242762889
401	0.4242329452
402	0.4242125198
403	0.4241948398
404	0.4241691403
405	0.4241520277
406	0.4241305555
407	0.4240992644
408	0.4240835601
409	0.4240598397
410	0.424039645
411	0.4240087914
412	0.4239975118
413	0.4239843522
414	0.4239606135
415	0.4239426045
416	0.423913768
417	0.4238747267
418	0.4238639364
419	0.4238450734
420	0.4238247686
421	0.4237893941
422	0.423764865
423	0.4237364788
424	0.4237009399
425	0.4236839399
426	0.423641967
427	0.4236198932
428	0.4235954563
429	0.4235752859
430	0.4235496273
431	0.4235286682
432	0.4234899604
433	0.423460255
434	0.4234398528
435	0.4234028817
436	0.4233757519
437	0.4233495402
438	0.423337002
439	0.4233105885
440	0.4232914529
441	0.4232527609
442	0.4232190246
443	0.4231818597
444	0.4231609089
445	0.4231496004
446	0.4231308841
447	0.4231072095
448	0.4230849269
449	0.423056692
450	0.4230203329
451	0.4230003362
452	0.4229732203
453	0.4229470567
454	0.4229206648
455	0.4229038259
456	0.4228657069
457	0.4228298858
458	0.4228096045
459	0.4227868439
460	0.422768143
461	0.4227382509
462	0.422703182
463	0.4226811904
464	0.422654276
465	0.42263159
466	0.422613548
467	0.4225924577
468	0.4225674411
469	0.4225378433
470	0.4225079398
471	0.4224828806
472	0.4224557062
473	0.4224356722
474	0.4224138269
475	0.4223902958
476	0.4223673538
477	0.4223390863
478	0.422326284
479	0.4222997637
480	0.4222763931
481	0.4222442463
482	0.4222304334
483	0.4222069705
484	0.4221861515
485	0.422158591
486	0.4221296888
487	0.4221152199
488	0.422096125
489	0.4220414412
490	0.4220229294
491	0.4219983231
492	0.4219812315
493	0.4219491031
494	0.421911455
495	0.4218858263
496	0.4218517819
497	0.4218165717
498	0.4217902728
499	0.4217734541
500	0.4217504888
501	0.4217233474
502	0.4216915228
503	0.4216600696
504	0.421634942
505	0.4216117861
506	0.421579729
507	0.4215388391
508	0.4215082047
509	0.4214791535
510	0.4214550448
511	0.4214330184
512	0.4214078516
513	0.4213828732
514	0.4213407452
515	0.4213115139
516	0.4212882272
517	0.4212578664
518	0.4212293936
519	0.4211925915
520	0.4211640962
521	0.4211385479
522	0.4211183634
523	0.4210906265
524	0.4210643916
525	0.4210341064
526	0.4210013643
527	0.4209834442
528	0.4209712011
529	0.4209533327
530	0.4209350033
531	0.4209091344
532	0.4208821213
533	0.4208501691
534	0.4208246357
535	0.4207843249
536	0.4207492846
537	0.4207243434
538	0.4206927177
539	0.420665879
540	0.420628692
541	0.4205995255
542	0.4205831177
543	0.4205592258
544	0.4205195876
545	0.4204978948
546	0.4204629363
547	0.4204434786
548	0.420408598
549	0.4203887813
550	0.4203554801
551	0.4203428449
552	0.4203312356
553	0.420313265
554	0.420276573
555	0.420248753
556	0.4202200045
557	0.4201928991
558	0.420168759
559	0.4201490352
560	0.4201230509
561	0.4200935423
562	0.4200598779
563	0.4200299747
564	0.4200100869
565	0.4199832525
566	0.4199450744
567	0.4199223941
568	0.4198924774
569	0.4198563263
570	0.4198235809
571	0.4197915252
572	0.4197605859
573	0.419732422
574	0.419711645
575	0.4196870148
576	0.4196567276
577	0.4196233487
578	0.4195965059
579	0.4195622465
580	0.4195231752
581	0.419493505
582	0.4194684786
583	0.4194425567
584	0.4194041449
585	0.4193652308
586	0.4193323107
587	0.4193018943
588	0.419269874
589	0.4192320575
590	0.4192025256
591	0.4191732153
592	0.4191506466
593	0.4191228498
594	0.419090841
595	0.419057068
596	0.4190232533
597	0.4189913222
598	0.4189652434
599	0.4189394612
600	0.4189096727
601	0.4188849637
602	0.4188532423
603	0.418829134
604	0.4188009069
605	0.4187608592
606	0.4187331478
607	0.4187160046
608	0.4186808172
609	0.4186580008
610	0.4186313099
611	0.4186021274
612	0.4185711529
613	0.4185448993
614	0.4185183993
615	0.4184845819
616	0.4184571597
617	0.4184258304
618	0.4183933593
619	0.418380595
620	0.4183465544
621	0.4183191983
622	0.4182947164
623	0.4182664468
624	0.4182454281
625	0.4182194555
626	0.4181845144
627	0.4181590148
628	0.4181349606
629	0.4181087497
630	0.4180838888
631	0.418053817
632	0.4180384547
633	0.4180259571
634	0.4180023429
635	0.4179706538
636	0.4179410139
637	0.4179219065
638	0.4178910096
639	0.4178671432
640	0.4178356024
641	0.4178146141
642	0.4177846382
643	0.417750252
644	0.4177226704
645	0.4176947056
646	0.4176814188
647	0.4176524302
648	0.4176383536
649	0.417613039
650	0.4175835055
651	0.4175519224
652	0.4175313795
653	0.4175026758
654	0.4174636742
655	0.4174373382
656	0.4174024265
657	0.4173761685
658	0.4173474865
659	0.4173199149
660	0.4173022312
661	0.4172835651
662	0.4172512738
663	0.4172181694
664	0.4172039897
665	0.4171735742
666	0.4171473664
667	0.4171209518
668	0.4171012725
669	0.4170757959
670	0.4170465205
671	0.4170145671
672	0.4169830325
673	0.4169556166
674	0.416931038
675	0.4169017394
676	0.4168750575
677	0.4168535991
678	0.4168152551
679	0.4167831034
680	0.4167498209
681	0.4167198825
682	0.4166961094
683	0.4166798341
684	0.4166537748
685	0.4166323238
686	0.4166073816
687	0.4165766925
688	0.4165492548
689	0.4165276599
690	0.4164876543
691	0.4164613563
692	0.4164228218
693	0.4163972708
694	0.4163775144
695	0.4163380552
696	0.416317896
697	0.416284977
698	0.4162533899
699	0.4162366813
700	0.4162172919
701	0.4161916863
702	0.4161661156
703	0.4161366008
704	0.4161110661
705	0.4160837384
706	0.4160555881
707	0.4160349481
708	0.4159984873
709	0.4159701244
710	0.4159405516
711	0.4159065277
712	0.4158845187
713	0.4158580501
714	0.4158403404
715	0.4158132893
716	0.4157851566
717	0.415764153
718	0.4157418743
719	0.4157227725
720	0.4157017071
721	0.4156770852
722	0.4156406022
723	0.4156029196
724	0.4155718922
725	0.4155448397
726	0.4155082302
727	0.4154682008
728	0.4154576387
729	0.4154367669
730	0.4154198662
731	0.41539952
732	0.4153644626
733	0.4153529013
734	0.4153300836
735	0.4153047765
736	0.4152817691
737	0.4152561594
738	0.4152308679
739	0.415208534
740	0.4151720684
741	0.4151529868
742	0.4151327118
743	0.415104297
744	0.4150840265
745	0.4150628269
746	0.415040482
747	0.4150170605
748	0.4149889505
749	0.414950668
750	0.4149311309
751	0.4149156732
752	0.4148931584
753	0.4148726989
754	0.4148369694
755	0.4148093692
756	0.414780993
757	0.4147486381
758	0.4147243728
759	0.4146917948
760	0.4146720013
761	0.414656298
762	0.4146272193
763	0.4145951891
764	0.4145713333
765	0.4145388894
766	0.4145089732
767	0.4144901773
768	0.4144725146
769	0.4144427232
770	0.4144139634
771	0.4143835604
772	0.4143685213
773	0.4143450652
774	0.4143239068
775	0.4142981201
776	0.4142604369
777	0.4142345197
778	0.4142132494
779	0.4141845243
780	0.4141572699
781	0.4141307579
782	0.4141035242
783	0.4140840171
784	0.4140663072
785	0.4140548045
786	0.4140313486
787	0.4140066335
788	0.4139778936
789	0.4139431052
790	0.4139244522
791	0.4139122394
792	0.4138836601
793	0.4138575448
794	0.4138332302
795	0.4138107533
796	0.4137887252
797	0.4137699948
798	0.4137394739
799	0.4137224753
800	0.4136931282
801	0.4136691639
802	0.4136356483
803	0.4136066665
804	0.4135833861
805	0.4135623457
806	0.4135350043
807	0.413519757
808	0.4134932165
809	0.4134717953
810	0.413453947
811	0.4134308449
812	0.4133982595
813	0.4133837359
814	0.4133587413
815	0.4133348227
816	0.4133044518
817	0.4132898746
818	0.4132636374
819	0.4132382871
820	0.4132121521
821	0.413188029
822	0.4131580697
823	0.4131359258
824	0.4131117616
825	0.4130962358
826	0.4130727191
827	0.4130333372
828	0.413011517
829	0.4129871317
830	0.4129610758
831	0.4129349069
832	0.4129079183
833	0.4128839815
834	0.4128583009
835	0.4128309554
836	0.4128090241
837	0.4127851907
838	0.4127575626
839	0.4127291514
840	0.4127104493
841	0.4126842427
842	0.4126661986
843	0.41265262
844	0.4126412669
845	0.4126106812
846	0.4125860425
847	0.4125651492
848	0.412537463
849	0.412516487
850	0.4125090306
851	0.4124966605
852	0.4124867753
853	0.4124559178
854	0.4124364131
855	0.4124107787
856	0.4123834893
857	0.41235559
858	0.4123292073
859	0.4122931234
860	0.4122674259
861	0.4122559396
862	0.4122208465
863	0.4121946224
864	0.4121737043
865	0.4121537671
866	0.4121359391
867	0.4121140238
868	0.4120833765
869	0.4120594483
870	0.412050062
871	0.412023778
872	0.4120007638
873	0.4119861288
874	0.4119609403
875	0.411939237
876	0.411917958
877	0.4119009419
878	0.4118815673
879	0.4118673031
880	0.4118360747
881	0.4118222774
882	0.4117981746
883	0.4117691273
884	0.4117450269
885	0.4117234361
886	0.4117010065
887	0.4116778016
888	0.411654026
889	0.4116323133
890	0.4116219947
891	0.4116023973
892	0.4115774601
893	0.4115456544
894	0.4115276877
895	0.4115081701
896	0.4114797157
897	0.4114597565
898	0.4114431422
899	0.4114212845
900	0.4113978109
901	0.4113557604
902	0.4113370575
903	0.4113090723
904	0.4112864467
905	0.4112587687
906	0.4112398227
907	0.4112119622
908	0.4111873645
909	0.4111644237
910	0.4111513651
911	0.4111318575
912	0.4111016433
913	0.4110739966
914	0.4110533345
915	0.4110257522
916	0.4110021912
917	0.4109812412
918	0.4109552859
919	0.4109292683
920	0.4109010613
921	0.4108717999
922	0.4108549062
923	0.4108209044
924	0.4107975598
925	0.4107782614
926	0.4107633526
927	0.410734089
928	0.41071164
929	0.4106863169
930	0.4106677335
931	0.4106332154
932	0.4106113139
933	0.4105793712
934	0.4105594558
935	0.4105310309
936	0.4105044653
937	0.4104857702
938	0.4104487135
939	0.4104262742
940	0.4104013364
941	0.4103797011
942	0.4103593075
943	0.4103448375
944	0.4103181547
945	0.4102911236
946	0.4102679182
947	0.4102362053
948	0.4102027674
949	0.4101777894
950	0.4101530737
951	0.4101307983
952	0.4101099826
953	0.4100702341
954	0.4100416752
955	0.4100187363
956	0.4099959747
957	0.4099709909
958	0.4099509054
959	0.4099419006
960	0.4099275746
961	0.4099140581
962	0.4098963889
963	0.4098819469
964	0.409861062
965	0.409838588
966	0.4098132376
967	0.4097888918
968	0.4097592777
969	0.4097332492
970	0.4097152907
971	0.4096885043
972	0.4096740675
973	0.4096410967
974	0.409623252
975	0.4095990064
976	0.4095705091
977	0.40956355
978	0.4095437724
979	0.4095159469
980	0.4094804119
981	0.4094561041
982	0.4094311127
983	0.4094110254
984	0.4093960019
985	0.4093687312
986	0.4093485046
987	0.4093306116
988	0.409312514
989	0.4092841345
990	0.4092694041
991	0.4092328907
992	0.4092072905
993	0.4091792869
994	0.4091648253
995	0.4091443128
996	0.4091233686
997	0.4091035653
998	0.4090779818
999	0.4090589895
1000	0.4090372642
1001	0.4090164087
1002	0.4089959506
1003	0.4089625894
1004	0.408945041
1005	0.4089141907
1006	0.4088745844
1007	0.4088475082
1008	0.4088149076
1009	0.4087933959
1010	0.4087783162
1011	0.408764904
1012	0.4087421896
1013	0.4087148665
1014	0.4086968698
1015	0.4086758276
1016	0.4086504031
1017	0.4086342178
1018	0.408628197
1019	0.4086096044
1020	0.4085863044
1021	0.4085698224
1022	0.4085434183
1023	0.4085233875
1024	0.4085062119
1025	0.4084705008
1026	0.4084447588
1027	0.4084204564
1028	0.4084030607
1029	0.4083855362
1030	0.4083612993
1031	0.4083382809
1032	0.4083119651
1033	0.4082868761
1034	0.4082535885
1035	0.4082331208
1036	0.4082152274
1037	0.4082047898
1038	0.4081800375
1039	0.4081603566
1040	0.4081414771
1041	0.40811174
1042	0.4080762243
1043	0.4080541129
1044	0.4080238302
1045	0.4080064449
1046	0.4079693808
1047	0.4079482717
1048	0.4079294737
1049	0.4079074066
1050	0.4078815381
1051	0.4078660327
1052	0.4078458766
1053	0.407826124
1054	0.4078032516
1055	0.4077859723
1056	0.4077607048
1057	0.4077439436
1058	0.4077175229
1059	0.4077036231
1060	0.4076757469
1061	0.4076507927
1062	0.4076297248
1063	0.4076135147
1064	0.4075868972
1065	0.4075663714
1066	0.407542207
1067	0.4075222398
1068	0.407500826
1069	0.407477284
1070	0.407449018
1071	0.4074235536
1072	0.4073990055
1073	0.4073727947
1074	0.4073572357
1075	0.4073252711
1076	0.4072996251
1077	0.4072726467
1078	0.4072525775
1079	0.4072219982
1080	0.4072046773
1081	0.4071838779
1082	0.4071644376
1083	0.4071548495
1084	0.4071443186
1085	0.4071244406
1086	0.407104338
1087	0.4070795412
1088	0.4070537969
1089	0.4070386544
1090	0.4070260166
1091	0.407003181
1092	0.4069866933
1093	0.4069718037
1094	0.4069514754
1095	0.4069370404
1096	0.4069159077
1097	0.4068932294
1098	0.4068726143
1099	0.4068508806
1100	0.4068205891
1101	0.4068053176
1102	0.4067822885
1103	0.4067626582
1104	0.4067457582
1105	0.4067199517
1106	0.4067059515
1107	0.4066778534
1108	0.4066557188
1109	0.4066348879
1110	0.4066169866
1111	0.4065927445
1112	0.4065618935
1113	0.4065458494
1114	0.4065311051
1115	0.4065113824
1116	0.4064858171
1117	0.4064608555
1118	0.4064372064
1119	0.4064188106
1120	0.4063929569
1121	0.4063827448
1122	0.406365634
1123	0.4063393847
1124	0.4063182563
1125	0.406307962
1126	0.4062867043
1127	0.4062647225
1128	0.4062395735
1129	0.4062198851
1130	0.4061999816
1131	0.4061856845
1132	0.4061588278
1133	0.4061472772
1134	0.4061350862
1135	0.406105424
1136	0.406088373
1137	0.4060766807
1138	0.4060649428
1139	0.4060555729
1140	0.4060297846
1141	0.4060081801
1142	0.4059834469
1143	0.4059514359
1144	0.4059330995
1145	0.4059120764
1146	0.4058891612
1147	0.4058669115
1148	0.4058476431
1149	0.4058211557
1150	0.4057948671
1151	0.4057764783
1152	0.4057525092
1153	0.4057388533
1154	0.4057202355
1155	0.4056893351
1156	0.4056765813
1157	0.4056613914
1158	0.4056429943
1159	0.4056101555
1160	0.4055858485
1161	0.4055661818
1162	0.4055455573
1163	0.4055323953
1164	0.4055098879
1165	0.4054870242
1166	0.4054636552
1167	0.4054582469
1168	0.4054347791
1169	0.4054057469
1170	0.4053869865
1171	0.4053723937
1172	0.4053505864
1173	0.4053330322
1174	0.4052959108
1175	0.4052617061
1176	0.4052393651
1177	0.4052213947
1178	0.4052016538
1179	0.4051766664
1180	0.4051551158
1181	0.4051302102
1182	0.4051174033
1183	0.4051031539
1184	0.4050818116
1185	0.4050633105
1186	0.4050478278
1187	0.4050248758
1188	0.4050153368
1189	0.4049976833
1190	0.4049732275
1191	0.4049566585
1192	0.4049331542
1193	0.4049244052
1194	0.4048961228
1195	0.4048691208
1196	0.4048523335
1197	0.4048285064
1198	0.404808848
1199	0.4047844025
1200	0.4047659385
1201	0.4047425058
1202	0.4047308555
1203	0.4047068889
1204	0.4046927621
1205	0.4046707935
1206	0.404658385
1207	0.4046459927
1208	0.40462909
1209	0.4046060508
1210	0.4045799958
1211	0.4045607142
1212	0.40453102
1213	0.4045162733
1214	0.4044962042
1215	0.4044755475
1216	0.4044561388
1217	0.4044305375
1218	0.4044121259
1219	0.4043957632
1220	0.4043783716
1221	0.4043524783
1222	0.4043372747
1223	0.4043148142
1224	0.4042955649
1225	0.4042756509
1226	0.4042570535
1227	0.4042394378
1228	0.4042141616
1229	0.404185696
1230	0.4041624467
1231	0.4041455491
1232	0.4041273386
1233	0.4041057946
1234	0.4040860738
1235	0.4040668644
1236	0.4040506622
1237	0.4040268984
1238	0.4040027983
1239	0.4039719735
1240	0.4039523481
1241	0.403935064
1242	0.4039162865
1243	0.4038980931
1244	0.4038849688
1245	0.4038658259
1246	0.4038428319
1247	0.4038213508
1248	0.4038027403
1249	0.4037792785
1250	0.4037684877
1251	0.403745348
1252	0.4037346578
1253	0.4037257238
1254	0.4036944405
1255	0.4036856355
1256	0.4036644925
1257	0.403646373
1258	0.4036253082
1259	0.4036096927
1260	0.4035776229
1261	0.403563691
1262	0.4035508557
1263	0.4035288966
1264	0.4035170281
1265	0.4034989017
1266	0.4034833758
1267	0.4034630857
1268	0.4034414686
1269	0.4034260542
1270	0.4034072327
1271	0.4033900256
1272	0.4033693531
1273	0.4033458436
1274	0.403322585
1275	0.4033008931
1276	0.4032797433
1277	0.4032571306
1278	0.4032363469
1279	0.4032153942
1280	0.4031995979
1281	0.4031844724
1282	0.4031639352
1283	0.4031370151
1284	0.4031251562
1285	0.4031068672
1286	0.4030825714
1287	0.403062527
1288	0.4030410152
1289	0.4030181264
1290	0.4029992997
1291	0.4029703246
1292	0.4029509525
1293	0.4029301219
1294	0.4029119034
1295	0.4028885499
1296	0.4028728421
1297	0.4028568244
1298	0.4028386329
1299	0.4028103227
1300	0.4027980606
1301	0.4027698752
1302	0.4027447582
1303	0.402732727
1304	0.4027146675
1305	0.4026926842
1306	0.402671553
1307	0.4026437757
1308	0.4026146477
1309	0.4026001347
1310	0.4025808614
1311	0.4025548046
1312	0.4025349974
1313	0.4025184809
1314	0.4025013992
1315	0.4024797793
1316	0.4024646363
1317	0.4024482017
1318	0.40243601
1319	0.4024112617
1320	0.4023772413
1321	0.4023673676
1322	0.4023511821
1323	0.4023371042
1324	0.4023242575
1325	0.4023080596
1326	0.4022851862
1327	0.4022716209
1328	0.4022510125
1329	0.4022339102
1330	0.4022180384
1331	0.402204623
1332	0.4021852768
1333	0.4021752942
1334	0.4021519066
1335	0.4021272609
1336	0.4021027485
1337	0.4020813154
1338	0.4020564581
1339	0.4020373766
1340	0.4020181502
1341	0.4020062863
1342	0.4019951213
1343	0.4019666296
1344	0.4019460398
1345	0.401929386
1346	0.4019049096
1347	0.4018848177
1348	0.4018642012
1349	0.4018511889
1350	0.4018274119
1351	0.4018147095
1352	0.4017914469
1353	0.4017738041
1354	0.4017527124
1355	0.4017362228
1356	0.401720588
1357	0.4017015878
1358	0.4016944413
1359	0.4016772276
1360	0.4016493311
1361	0.401627983
1362	0.4016098885
1363	0.4015771052
1364	0.4015604021
1365	0.4015386702
1366	0.4015143227
1367	0.4014976796
1368	0.4014763305
1369	0.4014596875
1370	0.4014490475
1371	0.4014248828
1372	0.4014068157
1373	0.4013920564
1374	0.4013699573
1375	0.4013499965
1376	0.4013335238
1377	0.4013186216
1378	0.4012924513
1379	0.4012593975
1380	0.4012379638
1381	0.4012214102
1382	0.4011935363
1383	0.4011735466
1384	0.4011490061
1385	0.4011301477
1386	0.4011099269
1387	0.4010930551
1388	0.4010666915
1389	0.4010504754
1390	0.4010361188
1391	0.4010119653
1392	0.4009791761
1393	0.4009663602
1394	0.4009444595
1395	0.4009374709
1396	0.400919227
1397	0.400884466
1398	0.4008625621
1399	0.4008488152
1400	0.4008320393
1401	0.4008174445
1402	0.4007960342
1403	0.4007721893
1404	0.4007610932
1405	0.4007384039
1406	0.4007232874
1407	0.400698304
1408	0.4006787606
1409	0.4006611019
1410	0.4006379035
1411	0.4006160819
1412	0.4005910978
1413	0.4005710957
1414	0.4005510292
1415	0.4005386785
1416	0.4005195824
1417	0.4005040157
1418	0.4004836461
1419	0.4004610895
1420	0.4004395806
1421	0.4004226559
1422	0.4003964534
1423	0.4003778411
1424	0.4003536226
1425	0.4003411068
1426	0.4003238854
1427	0.4002935664
1428	0.4002770455
1429	0.400254178
1430	0.4002421314
1431	0.400222038
1432	0.4002079155
1433	0.4001909791
1434	0.400176635
1435	0.4001571998
1436	0.4001429555
1437	0.4001230847
1438	0.4001060644
1439	0.4000830444
1440	0.4000718091
1441	0.4000568494
1442	0.4000382119
1443	0.4000133762
1444	0.399990326
1445	0.3999707087
1446	0.3999500747
1447	0.3999316387
1448	0.3999051702
1449	0.399878892
1450	0.3998595596
1451	0.3998357856
1452	0.3998072299
1453	0.3997805937
1454	0.3997560059
1455	0.3997160316
1456	0.3996925018
1457	0.3996760818
1458	0.3996543126
1459	0.3996294821
1460	0.3996100037
1461	0.3995870349
1462	0.399575244
1463	0.3995519915
1464	0.3995372212
1465	0.3995103981
1466	0.3994928657
1467	0.3994762593
1468	0.3994669829
1469	0.3994445311
1470	0.3994193873
1471	0.3994073511
1472	0.3993936854
1473	0.3993812549
1474	0.3993558459
1475	0.399338953
1476	0.3993171729
1477	0.3993007774
1478	0.3992831502
1479	0.3992560734
1480	0.3992347797
1481	0.3992183329
1482	0.3991977419
1483	0.3991771904
1484	0.3991614357
1485	0.3991458103
1486	0.3991197785
1487	0.3990965714
1488	0.399067465
1489	0.3990373304
1490	0.3990279834
1491	0.3990112438
1492	0.3989997019
1493	0.3989778159
1494	0.3989598336
1495	0.398940054
1496	0.3989213138
1497	0.3989059584
1498	0.3988828074
1499	0.3988709171
1500	0.3988492483
1501	0.3988200156
1502	0.3987976557
1503	0.3987833866
1504	0.3987696427
1505	0.3987420741
1506	0.398717959
1507	0.3986976902
1508	0.398676619
1509	0.3986574273
1510	0.3986334756
1511	0.3986150022
1512	0.3985976131
1513	0.3985907638
