iter	Logloss
1514	0.398571426
1515	0.3985605782
1516	0.3985510087
1517	0.3985284118
1518	0.3985071314
1519	0.3984902717
1520	0.3984636078
1521	0.3984513958
1522	0.3984380416
1523	0.3984163692
1524	0.3984072897
1525	0.3983930823
1526	0.398381692
1527	0.3983659197
1528	0.3983518283
1529	0.3983330898
1530	0.3983103877
1531	0.3982897943
1532	0.3982730418
1533	0.3982559297
1534	0.3982408207
1535	0.398235166
1536	0.3982114522
1537	0.3981772327
1538	0.3981609323
1539	0.3981440311
1540	0.3981285988
1541	0.3981094202
1542	0.398093366
1543	0.3980768087
1544	0.3980545337
1545	0.3980347699
1546	0.3980124019
1547	0.3979898807
1548	0.3979836339
1549	0.3979603789
1550	0.3979433817
1551	0.3979250585
1552	0.3978976914
1553	0.3978825516
1554	0.3978548121
1555	0.3978351343
1556	0.3978132813
1557	0.397796599
1558	0.3977753935
1559	0.3977599866
1560	0.3977362272
1561	0.3977117327
1562	0.3976949838
1563	0.3976774862
1564	0.3976522522
1565	0.3976275142
1566	0.3976107072
1567	0.3975954753
1568	0.3975778512
1569	0.3975718969
1570	0.3975582336
1571	0.3975400248
1572	0.397524249
1573	0.397511663
1574	0.3974986281
1575	0.3974744565
1576	0.3974603603
1577	0.3974415384
1578	0.3974268591
1579	0.3974120839
1580	0.3973856801
1581	0.3973718614
1582	0.3973591787
1583	0.3973437952
1584	0.3973236537
1585	0.3973064763
1586	0.3972850596
1587	0.3972742301
1588	0.3972590786
1589	0.3972528202
1590	0.3972331231
1591	0.3972138278
1592	0.3971962484
1593	0.3971737816
1594	0.3971578584
1595	0.3971290255
1596	0.3971019847
1597	0.3970813479
1598	0.3970618377
1599	0.397045743
1600	0.3970314496
1601	0.3970135882
1602	0.3969979869
1603	0.3969841354
1604	0.3969730516
1605	0.3969469421
1606	0.3969299839
1607	0.3969136941
1608	0.3968843377
1609	0.3968680485
1610	0.3968508658
1611	0.3968320472
1612	0.3968121846
1613	0.3967968245
1614	0.3967809041
1615	0.3967709861
1616	0.396749856
1617	0.396730984
1618	0.3967096886
1619	0.3966830523
1620	0.3966656578
1621	0.3966495578
1622	0.3966230045
1623	0.3966061631
1624	0.3965733606
1625	0.3965465984
1626	0.396533209
1627	0.396522878
1628	0.3965088268
1629	0.3964895746
1630	0.3964622701
1631	0.3964438051
1632	0.3964235239
1633	0.3964049568
1634	0.3963743101
1635	0.3963498151
1636	0.3963293824
1637	0.3963127393
1638	0.3962925754
1639	0.3962735019
1640	0.3962521772
1641	0.3962321933
1642	0.3962101647
1643	0.3961814497
1644	0.3961651311
1645	0.3961420097
1646	0.3961234167
1647	0.3961036089
1648	0.3960810275
1649	0.3960653706
1650	0.3960494026
1651	0.3960341425
1652	0.3960153932
1653	0.3959959611
1654	0.3959719062
1655	0.3959536888
1656	0.395936931
1657	0.3959321325
1658	0.3959171994
1659	0.3958950002
1660	0.3958808858
1661	0.3958556145
1662	0.3958330935
1663	0.3958131695
1664	0.3958007468
1665	0.3957894579
1666	0.3957755611
1667	0.3957580007
1668	0.3957399402
1669	0.3957176991
1670	0.3957061435
1671	0.3956817878
1672	0.395669492
1673	0.3956630938
1674	0.3956438861
1675	0.3956213355
1676	0.3956016349
1677	0.3955830326
1678	0.3955654756
1679	0.3955468076
1680	0.3955386203
1681	0.3955196433
1682	0.3955013803
1683	0.395481759
1684	0.3954652596
1685	0.395456039
1686	0.3954316591
1687	0.3954234599
1688	0.3954029044
1689	0.3953817772
1690	0.3953710231
1691	0.3953542848
1692	0.3953381715
1693	0.3953165556
1694	0.3952984285
1695	0.3952762424
1696	0.3952554962
1697	0.3952330228
1698	0.3952176062
1699	0.3951940483
1700	0.3951702144
1701	0.3951523114
1702	0.3951334043
1703	0.3951251774
1704	0.39510926
1705	0.395086626
1706	0.395063967
1707	0.3950480499
1708	0.3950282737
1709	0.3950112708
1710	0.3949898139
1711	0.3949787214
1712	0.3949581352
1713	0.3949369802
1714	0.3949229049
1715	0.3949041621
1716	0.3948882487
1717	0.3948698101
1718	0.3948523702
1719	0.3948455052
1720	0.394828106
1721	0.3948138303
1722	0.3948081281
1723	0.3947950188
1724	0.3947815232
1725	0.3947694942
1726	0.3947627942
1727	0.3947428188
1728	0.3947150818
1729	0.3946937671
1730	0.3946724465
1731	0.3946496543
1732	0.3946253553
1733	0.3946161766
1734	0.3945957539
1735	0.3945809945
1736	0.3945614963
1737	0.394536186
1738	0.3945165418
1739	0.394498361
1740	0.3944816425
1741	0.3944624155
1742	0.3944330593
1743	0.3944133568
1744	0.3943967249
1745	0.3943873977
1746	0.3943628044
1747	0.3943470347
1748	0.3943282569
1749	0.3943065365
1750	0.3942976737
1751	0.3942775288
1752	0.3942647274
1753	0.3942487738
1754	0.3942277406
1755	0.3942050689
1756	0.3942015646
1757	0.3941881874
1758	0.3941696295
1759	0.3941543719
1760	0.3941491197
1761	0.39412674
1762	0.3941147027
1763	0.3940905376
1764	0.3940707987
1765	0.3940553887
1766	0.3940425833
1767	0.3940140176
1768	0.3939917595
1769	0.3939778647
1770	0.3939583188
1771	0.393940821
1772	0.3939156038
1773	0.3938875804
1774	0.3938672788
1775	0.3938475291
1776	0.3938326533
1777	0.3938146269
1778	0.3937906475
1779	0.3937662563
1780	0.3937562891
1781	0.3937397518
1782	0.3937297382
1783	0.3937134999
1784	0.3936920274
1785	0.393668994
1786	0.393653451
1787	0.3936299444
1788	0.3936057311
1789	0.3935834321
1790	0.3935674087
1791	0.3935531449
1792	0.3935423093
1793	0.3935181602
1794	0.3934942349
1795	0.3934657819
1796	0.3934503406
1797	0.3934417038
1798	0.3934215007
1799	0.3934037608
1800	0.3933883908
1801	0.3933639829
1802	0.3933469985
1803	0.3933207892
1804	0.3933034506
1805	0.3932867149
1806	0.3932709182
1807	0.3932553099
1808	0.3932374696
1809	0.393215207
1810	0.3932031335
1811	0.3931835053
1812	0.3931686068
1813	0.3931538713
1814	0.393133505
1815	0.3931203496
1816	0.3931107707
1817	0.3930934294
1818	0.3930734537
1819	0.3930625764
1820	0.3930393052
1821	0.3930236468
1822	0.3930072015
1823	0.3929923396
1824	0.3929745681
1825	0.3929530958
1826	0.3929384173
1827	0.3929205504
1828	0.392900753
1829	0.3928817488
1830	0.3928634035
1831	0.3928477865
1832	0.3928279039
1833	0.3928088647
1834	0.3927962398
1835	0.3927814217
1836	0.3927570468
1837	0.3927419163
1838	0.3927287399
1839	0.3927027132
1840	0.3926857957
1841	0.3926627922
1842	0.3926577146
1843	0.3926289489
1844	0.3926143755
1845	0.392594886
1846	0.3925857235
1847	0.39255818
1848	0.3925428488
1849	0.3925399019
1850	0.3925232126
1851	0.3925008709
1852	0.3924830906
1853	0.3924653353
1854	0.392450834
1855	0.3924246873
1856	0.3924091528
1857	0.3923984325
1858	0.3923870229
1859	0.3923603994
1860	0.3923460616
1861	0.3923319532
1862	0.3923162831
1863	0.3922905494
1864	0.3922825058
1865	0.3922704627
1866	0.39224671
1867	0.3922261843
1868	0.3921944757
1869	0.3921857251
1870	0.3921664996
1871	0.3921572166
1872	0.3921421608
1873	0.3921189172
1874	0.3921105234
1875	0.392085717
1876	0.3920691283
1877	0.392051851
1878	0.3920411454
1879	0.3920270017
1880	0.3920139188
1881	0.3919997361
1882	0.3919885113
1883	0.391970341
1884	0.3919559247
1885	0.3919457581
1886	0.3919285938
1887	0.3919148428
1888	0.3918901154
1889	0.3918729639
1890	0.3918559876
1891	0.3918409731
1892	0.3918267086
1893	0.3918110829
1894	0.3917930892
1895	0.3917731093
1896	0.3917593274
1897	0.3917449463
1898	0.3917300612
1899	0.3917129696
1900	0.3916979552
1901	0.3916830654
1902	0.3916594113
1903	0.3916407728
1904	0.3916302219
1905	0.3916142578
1906	0.3915935705
1907	0.3915729084
1908	0.3915551724
1909	0.3915512969
1910	0.3915359421
1911	0.3915191396
1912	0.3914951464
1913	0.3914759708
1914	0.391457415
1915	0.3914434077
1916	0.3914277933
1917	0.3914143533
1918	0.3913984315
1919	0.3913832227
1920	0.3913610314
1921	0.3913477166
1922	0.3913342318
1923	0.3913195822
1924	0.3913031278
1925	0.3912847993
1926	0.3912704925
1927	0.3912466021
1928	0.3912306831
1929	0.391211143
1930	0.3911933242
1931	0.391174321
1932	0.3911529712
1933	0.3911301312
1934	0.3911107873
1935	0.3910883097
1936	0.3910730675
1937	0.3910589299
1938	0.3910401301
1939	0.391015374
1940	0.3909955616
1941	0.3909808537
1942	0.390951756
1943	0.3909256014
1944	0.3909027481
1945	0.3908857876
1946	0.3908698475
1947	0.3908559908
1948	0.390841041
1949	0.3908234316
1950	0.3908145067
1951	0.3908012675
1952	0.3907824985
1953	0.3907606411
1954	0.3907431537
1955	0.3907290018
1956	0.3907156346
1957	0.3906999701
1958	0.3906829256
1959	0.3906603953
1960	0.3906424668
1961	0.3906269199
1962	0.3906054094
1963	0.390589663
1964	0.3905744503
1965	0.3905561306
1966	0.3905322024
1967	0.3905176235
1968	0.3905015055
1969	0.3904888334
1970	0.390476466
1971	0.3904537143
1972	0.3904381655
1973	0.3904286484
1974	0.3904066262
1975	0.3903874039
1976	0.3903658323
1977	0.3903490348
1978	0.3903451566
1979	0.3903306037
1980	0.390315135
1981	0.3903058081
1982	0.3902935664
1983	0.3902721058
1984	0.3902516371
1985	0.3902311313
1986	0.3902162295
1987	0.3902009575
1988	0.3901809304
1989	0.3901669244
1990	0.3901426158
1991	0.3901298752
1992	0.3901162588
1993	0.3901059671
1994	0.3900983505
1995	0.390076789
1996	0.3900560597
1997	0.39003639
1998	0.3900215588
1999	0.3900038409
